step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
68,0,morning,NS,11.60404414973413,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
68,1,morning,NS,11.605213212065953,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
68,2,morning,NS,11.602876434450716,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
69,0,morning,EW,11.698063359231242,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
69,1,morning,EW,11.687242228623017,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
69,2,morning,EW,11.687242228623017,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
70,0,morning,NS,11.60944340732194,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
70,1,morning,NS,11.60944340732194,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
70,2,morning,NS,11.60944340732194,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
71,0,morning,EW,11.704823277504474,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
71,1,morning,EW,11.693995265274248,5,0,0,8,8,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
71,2,morning,EW,11.693995265274248,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
72,0,morning,NS,11.615402198296126,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
72,1,morning,NS,11.616573755340307,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
72,2,morning,NS,11.61774668690352,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
73,0,morning,EW,11.705934616359615,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
73,1,morning,EW,11.705934616359615,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
73,2,morning,EW,11.705934616359615,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
74,0,morning,NS,11.4094889521893,0,4,11,0,11,2.0,4,True,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=True | Emergency override: granted immediate green to priority approach."
74,1,morning,NS,11.62173626874577,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
74,2,morning,NS,11.62173626874577,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
75,0,morning,NS,11.599397899882446,0,8,4,0,4,4.0,8,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
75,1,morning,EW,11.717626908390088,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
75,2,morning,EW,11.712206478987893,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
76,0,morning,EW,11.68544244483657,4,0,0,11,11,2.0,4,False,"Neural policy: queues NS/EW=(0,8), time=morning, emergency=False"
76,1,morning,NS,11.62830168081208,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
76,2,morning,NS,11.624776288417314,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
77,0,morning,NS,11.630635578016687,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
77,1,morning,EW,11.717410498951919,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
77,2,morning,EW,11.717410498951919,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
78,0,morning,EW,11.720521348246223,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
78,1,morning,NS,11.634735420969719,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
78,2,morning,NS,11.63238244682115,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
79,0,morning,NS,11.636337695151138,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
79,1,morning,EW,11.730062771227118,5,0,0,4,4,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
79,2,morning,EW,11.724636115162145,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
80,0,morning,EW,11.731805266525573,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
80,1,morning,NS,11.6403299803284,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
80,2,morning,NS,11.6403299803284,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
81,0,morning,NS,11.641788309904744,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
81,1,morning,EW,11.723690747975695,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
81,2,morning,EW,11.723690747975695,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
82,0,morning,EW,11.737699199760655,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
82,1,morning,NS,11.645927738239864,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
82,2,morning,NS,11.645927738239864,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
83,0,morning,NS,11.648690677026485,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
83,1,morning,EW,11.735140498026409,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
83,2,morning,EW,11.74057199830034,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
84,0,morning,EW,11.744285814811247,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
84,1,morning,NS,11.649817738976953,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
84,2,morning,NS,11.650998255841703,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
85,0,morning,NS,11.655614074880091,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
85,1,morning,EW,11.741190733401123,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
85,2,morning,EW,11.735756285019376,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
86,0,morning,EW,11.749721526551857,4,0,0,4,4,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
86,1,morning,NS,11.657339132474117,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
86,2,morning,NS,11.656155832617976,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
87,0,morning,NS,11.659377681246575,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
87,1,morning,EW,11.747635104615277,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
87,2,morning,EW,11.742197728770243,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
88,0,morning,EW,11.756633330518678,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
88,1,morning,NS,11.663907959513654,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
88,2,morning,NS,11.662722907677352,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
89,0,morning,NS,11.666279669562213,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
89,1,morning,EW,11.760332012843246,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
89,2,morning,EW,11.754891549980295,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
90,0,morning,EW,11.757605545464935,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
90,1,morning,NS,11.670017416584592,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
90,2,morning,NS,11.670017416584592,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
91,0,morning,NS,11.674677573924885,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
91,1,morning,EW,11.75576729557778,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
91,2,morning,EW,11.766654250784258,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
92,0,morning,EW,11.75801058749579,6,0,0,8,8,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
92,1,morning,NS,11.6732232673021,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
92,2,morning,NS,11.676788322568484,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
93,0,morning,NS,11.68004652030244,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
93,1,morning,EW,11.766837671323264,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
93,2,morning,EW,11.766837671323264,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
94,0,morning,EW,11.769405274806676,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
94,1,morning,NS,11.682461302035804,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
94,2,morning,NS,11.682461302035804,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
95,0,morning,NS,11.682269249609705,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
95,1,morning,EW,11.772915646125156,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
95,2,morning,EW,11.767466604033856,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
96,0,morning,EW,11.775432506579214,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
96,1,morning,NS,11.687016697488264,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
96,2,morning,NS,11.688209957650816,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
97,0,morning,NS,11.68983354771523,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
97,1,morning,EW,11.785047962459295,4,0,0,4,4,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
97,2,morning,EW,11.774144157971408,3,0,0,8,8,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
98,0,morning,EW,11.776517183350938,6,0,0,8,8,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
98,1,morning,NS,11.692065329722569,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
98,2,morning,NS,11.690873223615673,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
99,0,morning,NS,11.698077695621345,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
99,1,morning,EW,11.785732502845294,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
99,2,morning,EW,11.791187007188489,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
100,0,morning,EW,11.787965812844934,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
100,1,morning,NS,11.69778695241555,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
100,2,morning,NS,11.700178807361981,1,2,11,0,11,1.5,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
101,0,morning,NS,11.702288739309747,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
101,1,morning,EW,11.785941012361654,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
101,2,morning,EW,11.798079635722404,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(1,2), time=morning, emergency=False"
102,0,morning,EW,11.794373044086713,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
102,1,morning,NS,11.706285812800392,1,2,11,0,11,1.5,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
102,2,morning,NS,11.705087295791575,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
103,0,morning,NS,11.709841219641117,1,3,11,0,11,2.0,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
103,1,morning,EW,11.804748576534795,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(1,2), time=morning, emergency=False"
103,2,morning,EW,11.792602271823228,4,0,0,8,8,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
104,0,morning,EW,11.802509658472077,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(1,3), time=morning, emergency=False"
104,1,morning,NS,11.71167273406172,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
104,2,morning,NS,11.71047395939679,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
105,0,morning,NS,11.716653980399107,1,4,11,0,11,2.5,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
105,1,morning,EW,11.81067263212002,3,0,0,5,5,1.5,3,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
105,2,morning,EW,11.81067263212002,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
106,0,morning,EW,11.80349372634775,7,0,0,8,8,3.5,7,False,"Neural policy: queues NS/EW=(1,4), time=morning, emergency=False"
106,1,morning,NS,11.7154293293727,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
106,2,morning,NS,11.717828649264124,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
107,0,morning,NS,11.723551798399388,2,4,11,0,11,3.0,4,False,"Neural policy: queues NS/EW=(7,0), time=morning, emergency=False"
107,1,morning,EW,11.80570957305297,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
107,2,morning,EW,11.811175883714583,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
108,0,morning,EW,11.81079495180153,8,0,0,6,6,4.0,8,False,"Neural policy: queues NS/EW=(2,4), time=morning, emergency=False"
108,1,morning,NS,11.72122243903877,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
108,2,morning,NS,11.72362498360188,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
109,0,morning,NS,11.72967498056385,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(8,0), time=morning, emergency=False"
109,1,morning,EW,11.816336571070893,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
109,2,morning,EW,11.821804642657858,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
110,0,morning,EW,11.818648472281719,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
110,1,morning,NS,11.729436959606431,1,4,11,0,11,2.5,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
110,2,morning,NS,11.729436959606431,1,4,11,0,11,2.5,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
111,0,morning,NS,11.730463105830033,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
111,1,morning,EW,11.59983935172467,6,0,0,8,8,3.0,6,True,"Neural policy: queues NS/EW=(1,4), time=morning, emergency=True | Emergency override: granted immediate green to priority approach."
111,2,morning,EW,11.81796893047193,7,0,0,7,7,3.5,7,False,"Neural policy: queues NS/EW=(1,4), time=morning, emergency=False"
112,0,morning,EW,11.819371742670358,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
112,1,morning,EW,11.84866160293242,11,0,0,4,4,5.5,11,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
112,2,morning,NS,11.73655819428239,2,4,11,0,11,3.0,4,False,"Neural policy: queues NS/EW=(7,0), time=morning, emergency=False"
113,0,morning,NS,11.733942735145286,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
113,1,morning,NS,11.742415998379718,6,2,11,0,11,4.0,2,False,"Neural policy: queues NS/EW=(11,0), time=morning, emergency=False"
113,2,morning,EW,11.822869137592043,7,0,0,8,8,3.5,7,False,"Neural policy: queues NS/EW=(2,4), time=morning, emergency=False"
114,0,morning,EW,11.83509541973404,5,0,0,4,4,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
114,1,morning,NS,11.625121537368793,1,5,11,0,11,3.0,5,True,"Neural policy: queues NS/EW=(6,2), time=morning, emergency=True | Emergency override: granted immediate green to priority approach."
114,2,morning,NS,11.741081750497672,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(7,0), time=morning, emergency=False"
115,0,morning,NS,11.741446089623652,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
115,1,morning,NS,11.709379952614718,0,7,6,0,6,3.5,7,False,"Neural policy: queues NS/EW=(1,5), time=morning, emergency=False"
115,2,morning,EW,11.827032461002831,5,0,0,8,8,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
116,0,morning,EW,11.84093021389343,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
116,1,morning,EW,11.813550756085036,3,0,0,10,10,1.5,3,False,"Neural policy: queues NS/EW=(0,7), time=morning, emergency=False"
116,2,morning,NS,11.744219137461812,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
117,0,morning,NS,11.746183920324782,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
117,1,morning,NS,11.744976582354774,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
117,2,morning,EW,11.83326933579234,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
118,0,morning,EW,11.847444208721493,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
118,1,morning,EW,11.836487149352722,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
118,2,morning,NS,11.749212503991668,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
119,0,morning,NS,11.75284073669587,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
119,1,morning,NS,11.75284073669587,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
